,paper,authors,title,abstract,cathegory
566,2501.07594,"['Konishi, Eiji']",The weak equivalence principle and the Dirac constant: A result from the holographic principle,"In this article, based on a recent formularization of the holographic principle proposed and investigated by the present author, we show that the weak equivalence principle in general relativity is equivalent to the equivalence between two forms of the Dirac constant, that is, the action of the spin degree of freedom in the two-dimensional Hilbert space and the lower bound in the quantum mechanical uncertainty relations. This result follows from an equation between the Euclidean and Lorentzian world-line actions of a massive particle divided by the Dirac constant, via the Wick rotation, by using the Euclidean and Lorentzian actions of a holographic tensor network, whose quantum state is classicalized by introducing the superselection rule.",General Physics
567,2501.07595,"['Katourani, Seyed Arash']",LUCAS: A Low-Power Ultra-Low Jitter Compact ASIC for SiPM Targetting ToF-CT,"We present LUCAS (Low power Ultra-low jitter Compact ASIC for SiPM), an analog front-end for Silicon Photomultipliers (SiPM) targeting fast timing detectors in Time-of-Flight Computed Tomography (ToF-CT). LUCAS features a very low input impedance preamplifier followed by a voltage comparator. It is designed in TSMC 65 nm low-power CMOS technology with a power supply of 1.2 V. Our first 8-channel prototype has been sent to fabrication and will be received in August 2023. Post-layout simulations predict less than 40 ps FWHM SPTR jitter and an approximate power consumption of 3.2 mW per channel. The front end is suitable for applications with rigorous jitter requirements and high event rates, thanks to its 3.9 GHz unity-gain bandwidth. The front-end compact form factor will facilitate its incorporation into systems demanding high channel densities.",Instrumentation and Detectors
568,2501.07603,"['Li, N.', 'Ren, X.', 'Gao, H.', 'Zhang, Z.', 'Zhang, Y.', 'Liu, C.', 'Li, H.', 'Li, Z.']",Characterization of Multiple Channels Room Temperature Readout Electronics for Large Transition-Edge Sensor Array,"Transition-edge sensor (TES) is a highly sensitive device that is capable of detecting extremely low levels of energy. It is characterised by low noise performance and high energy resolution. A mature method for reading out TES signal is through time-division multiplexing (TDM) direct current superconducting quantum interference device (SQUID). In a TDM system, the signal readout chain represents a significant source of noise other than the TES intrinsic noise. The noise generated by TES is in the range of several tens to several hundreds of $pA/\sqrt{Hz}$. In order to ensure the high energy resolution of TES, it is necessary to ensure that the noise contribution from the room temperature readout electronics is less than $10$ $pA/\sqrt{Hz}$ above 100 $Hz$. In this work, we have designed a low-noise, high-resolution room temperature readout circuit for TDM. The equivalent current noise contribution of ADC is about $0.05$ $pA/\sqrt{Hz}$ above 100 $Hz$ and $0.46$ $pA\sqrt{Hz}$ under 30:1 multiplexing. The resolution of the analog to digital converter (ADC) is larger than 11.5 bits, which can reconstruct the TES signal without distortion. The readout board, which has eight channels, has JESD204B serial ports, which has greatly simplified the space of room temperature electronics. The readout chain is based on multi-threaded CPU processing and can transfer data at 2 $Gbps$ for each channel in real time. This readout board can be used in a TDM system with smaller size for large TES arrays.",Instrumentation and Detectors
569,2501.07604,"['Weng, Zi-Hua']",Some field equations with composite operators in octonion spaces,"The paper aims to explore the impact of composite operators containing a few physical quantities on the gravitational and electromagnetic fields, studying the influencing factors and physical properties of octonion field equations. J. C. Maxwell first utilized the quaternions and vector terminology to describe the electromagnetic fields. The octonions can be used to simultaneously describe the physical quantities of electromagnetic and gravitational fields, including the octonion field potential, field strength, field source, linear momentum, angular momentum, torque and force. In the octonion spaces, the field strength and quaternion operator are able to combine together to become one composite operator, making an important contribution to the field equations. Similarly, the field potential can also form some composite operators with the quaternion operator, and they have a certain impact on the field equations. Furthermore, other physical quantities can also be combined with the quaternion operator to form several composite operators. In these composite operators, multiple physical quantities can also have a certain impact on the field equations. In other words, the field strength does not occupy a unique central position, compared to other physical quantities in these composite operators. In the field theories described by the octonions, various field equations can be derived from the application of different composite operators. According to different composite operators, it is able to infer the field equations when the field strength or/and field potential make a certain contribution, and it is also possible to deduce several new field equations when the remaining physical quantities play a certain role. This further deepens the understanding of the physical properties of field equations.",General Physics
570,2501.07612,"['Bonetti, Lorenzo', 'Scalet, Giulia']",4D fabrication of shape-changing systems for tissue engineering: state of the art and perspectives,"In recent years, four-dimensional (4D) fabrication has emerged as a powerful technology capable of revolutionizing the field of tissue engineering. This technology represents a shift in perspective from traditional tissue engineering approaches, which generally rely on static-or passive-structures (e.g., scaffolds, constructs) unable of adapting to changes in biological environments. In contrast, 4D fabrication offers the unprecedented possibility of fabricating complex designs with spatiotemporal control over structure and function in response to environment stimuli, thus mimicking biological processes. In this review, an overview of the state of the art of 4D fabrication technology for the obtainment of cellularized constructs is presented, with a focus on shape-changing soft materials. First, the approaches to obtain cellularized constructs are introduced, also describing conventional and non-conventional fabrication techniques with their relative advantages and limitations. Next, the main families of shape-changing soft materials, namely shape-memory polymers and shape-memory hydrogels are discussed and their use in 4D fabrication in the field of tissue engineering is described. Ultimately, current challenges and proposed solutions are outlined, and valuable insights into future research directions of 4D fabrication for tissue engineering are provided to disclose its full potential.",Medical Physics
571,2501.07614,"['Jacobs, Caspar']",Does Quantum Gravity Happen at the Planck Scale?,"The claim that at the so-called Planck scale our current physics breaks down and a new theory of quantum gravity is required is ubiquitous, but the evidence is shakier than the confidence of those assertions warrants. In this paper, I survey five arguments in favour of this claim - based on dimensional analysis, quantum black holes, generalised uncertainty principles, the nonrenormalisability of quantum gravity, and theories beyond the standard model - but find that none of them succeeds. The argument from nonrenormalisability is the most convincing, yet it requires the unwarranted assumption that the same constant of action occurs in every quantum field theory. Therefore, our theories don't (yet) predict that quantum gravity happens at the Planck scale.",History and Philosophy of Physics
572,2501.07619,"['Fabregas, Rene', 'Rubinstein, Jacob']",A mathematical model for the progression of dental caries,"A model for the progression of dental caries is derived. The analysis starts at the microscopic reaction and diffusion process. The local equations are averaged to derive a set of macroscopic equations. The global system includes features such as anisotropic diffusion and local changes in the geometry due to the enamel melting. The equations are then solved numerically. The simulations highlight the effect of anisotropy. In addition we draw conclusions on the progression rate of caries, and discuss them in light of a number of experiments.",Medical Physics
573,2501.07656,"['Matic, Katarina', 'Krishnan, Nimisha', 'Frank, Eric', 'Arellano, Michael', 'Sriram, Aditya', 'Das, Moumita', 'Valentine, Megan T', 'Rust, Michael J', 'Robertson-Anderson, Rae M', 'Ross, Jennifer L.']",Active and passive crosslinking of cytoskeleton scaffolds tune the effects of cell inclusions on composite structure,"Incorporating cells within active biomaterial scaffolds is a promising strategy to develop forefront materials that can autonomously sense, respond, and alter the scaffold in response to environmental cues or internal cell circuitry. Using dynamic biocompatible scaffolds that can self-alter their properties via crosslinking and motor-driven force-generation opens even greater avenues for actuation and control. However, the design principles associated with engineering active scaffolds embedded with cells are not well established. To address this challenge, we design a dynamic scaffold material of bacteria cells embedded within a composite cytoskeletal network of actin and microtubules that can be passively or actively crosslinked by either biotin-streptavidin or multimeric kinesin motors. Using quantitative microscopy, we demonstrate the ability to embed cells of volume fractions 0.4 to 2% throughout the network without compromising the structural integrity of the network or inhibiting crosslinking or motor-driven dynamics. Our findings suggest that both passive and active crosslinking promote entrainment of cells within the network, while depletion interactions play a more important role in uncrosslinked networks. Moreover, we show that large-scale structures emerge with the addition of cell fractions as low as 0.4%, but these structures do not influence the microscale structural lengthscale of the materials. Our work highlights the potential of our composite biomaterial in designing autonomous materials controlled by cells, and provides a roadmap for effectively coupling cells to complex composite materials with an eye towards using cells as in situ factories to program material modifications.",Biological Physics
574,2501.07657,"['Sun, Xiao', 'Li, Zhibo', 'Sun, Yiming', 'Wang, Yupei', 'Wang, Jue', 'Marsh, John H.', 'Sweeney, Stephen. J.', 'Kelly, Anthony E.', 'Hou, Lianping']",Heterogeneous-free narrow linewidth semiconductor laser with optical injection locking,"Narrow linewidth lasers are indispensable for coherent optical systems, including communications, metrology, and sensing. Although compact semiconductor lasers with narrow linewidths and low noise have been demonstrated, their spectral purity typically relies on hybrid or heterogeneous external cavity feedback. Here, we present a theoretical and experimental demonstration of a heterogeneous free optical injection locking (HF OIL) semiconductor laser. By integrating a topological interface state extended (TISE) laser with a micro ring resonator (MRR) on an AlGaInAs multiple quantum well platform,we achieve monolithic photon injection and phase locking, thereby reducing the optical linewidth. We fabricated and characterized a 1550 nm sidewall HF OIL laser, achieving stable single mode operation over a broad current range (65 to 300 mA) and a side mode suppression ratio (SMSR) over 50 dB. Under injection locking, the devices Voigt fitted linewidth narrowed from over 1.7 MHz (free running) to 4.2 kHz, representing a three order of magnitude improvement over conventional distributed feedback lasers. The intrinsic linewidth of 1.4 kHz is measured by correlated delayed self-heterodyne frequency noise power spectrum density (FN PSD) method. Moreover, the HF OIL laser demonstrated high phase stability and the ability to transition from a random phased to a phase locked state. These results underscore the potential of HF-OIL lasers in advancing coherent optical communications and phase encoders in quantum key distribution (QKD) systems.",Optics
575,2501.07666,"['Gavalian, Gagik']",High-Performance Data Format for Scientific Data Storage and Analysis,"In this article, we present the High-Performance Output (HiPO) data format developed at Jefferson Laboratory for storing and analyzing data from Nuclear Physics experiments. The format was designed to efficiently store large amounts of experimental data, utilizing modern fast compression algorithms. The purpose of this development was to provide organized data in the output, facilitating access to relevant information within the large data files. The HiPO data format has features that are suited for storing raw detector data, reconstruction data, and the final physics analysis data efficiently, eliminating the need to do data conversions through the lifecycle of experimental data. The HiPO data format is implemented in C++ and JAVA, and provides bindings to FORTRAN, Python, and Julia, providing users with the choice of data analysis frameworks to use. In this paper, we will present the general design and functionalities of the HiPO library and compare the performance of the library with more established data formats used in data analysis in High Energy and Nuclear Physics (such as ROOT and Parquete).","Data Analysis, Statistics and Probability"
576,2501.07684,"['Krishna, Krishangi', 'Sun, Jieliyue', 'Liu, Wenyu', 'Hurt, Robert H.', 'Toussaint Jr, Kimani C.']",Harnessing ultrafast optical pulses for 3D microfabrication by selective tweezing and immobilization of colloidal particles in an integrated system,"Microfabrication using nano- to micron-sized building blocks holds great potential for applications in next-generation electronics, optoelectronics, and advanced materials. However, traditional methods like chemical vapor deposition and molecular beam epitaxy require highly controlled environments and specialized equipment, limiting scalability and precision. To address these challenges, we present a single-laser platform for selective tweezing and immobilization of colloids (STIC) that integrates particle manipulation, assembly, and stabilization in one system. STIC utilizes a femtosecond laser at ultra-low power for precise, contact-free optical manipulation of colloids without material damage. At higher power, the same laser enables two-photon polymerization (TPP) to immobilize colloids securely in their intended positions. Using STIC, we demonstrate the assembly of 3D structures from dielectric beads to patterned arrangements of transition metal dichalcogenides (TMD e.g., MoS2). We also incorporate a TPP-fabricated handle as an intermediate support, significantly enhancing the optical tweezing efficiency of TMDs. The single-laser design eliminates the need for dual-laser systems, simplifying optical alignment, reducing heating damage, and improving efficiency. Additionally, we show that STIC supports direct multiphoton imaging for in situ inspection during fabrication. This work establishes a versatile, scalable optical platform for high-precision microstructure fabrication, offering a pathway to overcome current limitations in micro- and nanomanufacturing.",Optics
577,2501.07720,"['Cerioli, Adamo', 'Caselli, Barbara', 'Marinelli, Lea Jeanne', 'Vezzani, Alessandro', 'Burioni, Raffaella']",Pedestrian fluxes in confined geometric networks: entropic measures and robustness of accessibility in a university campus,"When discussing urban life, pedestrian accessibility to all main services is crucial for fostering social interactions, promoting healthy lifestyles, and reducing pollution. This is especially relevant in coherent urban agglomerations like university campuses, which feature a high concentration of streets and social facilities. Using Wi-Fi data, we study pedestrian movements within a confined geometric network representing the pathways on a university campus. We estimate the level of crowding in each arc of the network and identify pedestrian flows along all possible paths, measuring the entropy and robustness of the network. In particular, we calculate the information gain achieved through the use of Wi-Fi data and we assess how pedestrian traffic redistributes within the network after the removal of individual arcs. Our results can be used to facilitate the investigation of the current state of walkability across the university campus while also testing a set of methods for analyzing urban complex networks, potentially allowing us to pinpoint areas in urgent need of road maintenance and enhancement.",Physics and Society
578,2501.07768,"['Fonte, Paulo', 'Lopes, Luís', 'Clemêncio, Filomena M. C.', 'Couceiro, Miguel', 'Fetal, Susete', 'Loureiro, Custódio F. M.', 'Michel, Jan', 'Saraiva, João', 'Traxler, Michael', 'Abrunhosa, Antero', 'Blanco, Alberto', 'Castelo-Branco, Miguel']",Resistive Plate Chambers for brain PET imaging and particle tracking and timing (TOF-tracker),In this work we explore readout architectures for the simultaneous high-resolution timing and bidimensional tracking of charged particles with Resistive Plate Chambers (TOF-tracker) and for the accurate detection of gamma rays for PET imaging. On 625 $cm^2$ of active area we obtained a time resolution of 61 ps $\sigma$ and bidimensional position resolution below 150 $\mu$m $\sigma$ for the tracking and timing of charged particles from cosmic rays. An intrinsic precision of 0.49 mm FWHM was determined for the localization of a small $\beta^+$ source via the detection of its annihilation radiation.,Instrumentation and Detectors
579,2501.07779,"['Brynjell-Rahkola, Mattias', 'Duguet, Yohann', 'Boeck, Thomas']",The route to turbulence in magnetohydrodynamic square duct flow,"The transition route from laminar to turbulent flow in a magnetohydrodynamic (MHD) duct with a square cross-section is investigated in the limit of low magnetic Reynolds number. In the presence of a transverse magnetic field, Hartmann and Shercliff layers are present on the walls orthogonal and parallel to the field direction, respectively. We assume reflection symmetries in both transverse directions, and investigate the competition between transition mechanisms specific to each boundary layer using direct numerical simulations. Independently of which wall turbulence eventually occupies, transition relies exclusively on a tripping of the Shercliff layer by perturbations, while the Hartmann layer plays a passive role. This is explained, using a dynamical systems interpretation, by the spatial localization of the edge states in the Shercliff layer at the expense of the Hartmann layer. The link between these non-linear coherent structures and the linear optimal modes known from non-modal stability and energy stability theory is pointed out.",Fluid Dynamics
580,2501.07803,"['Johnson, Paul A.']",Richardson-Gaudin states of non-zero seniority I: matrix elements,"Seniority-zero wavefunctions describe bond-breaking processes qualitatively. As eigenvectors of a model Hamiltonian, Richardson-Gaudin states provide a clear physical picture and allow for systematic improvement via standard single reference approaches. Until now, this treatment has been done in the seniority-zero channel. In this manuscript, the corresponding states with higher seniorities are identified, and their couplings through the Coulomb Hamiltonian are computed. In every case, the couplings between the states are computed from the cofactors of their effective overlap matrix. Proof of principle calculations demonstrate that a single reference configuration interaction is comparable with seniority-based configuration interaction computations at a substantially reduced cost. The next manuscript in this series will identify the corresponding Slater-Condon rules and make the computations feasible.",Chemical Physics
581,2501.07835,"['Wang, Yikai', 'Wang, Jiameng', 'Han, Ruyi', 'Fu, Shujun']",Advanced representation learning for flow field analysis and reconstruction,"In this paper we present advanced representation learning study on integrating deep learning techniques and sparse approximation, including diffusion models, for advanced flow field analysis and reconstruction. Key applications include super-resolution flow field reconstruction, flow field inpainting, fluid-structure interaction, transient and internal flow analyses, and reduced-order modeling. The study introduces two novel methods: flow diffusions for super-resolution tasks and a sparsity-boosted low-rank model for flow field inpainting. By leveraging cutting-edge methodologies in computational fluid dynamics (CFD), the proposed approaches improve accuracy, computational efficiency, and adaptability, offering deeper insights into complex flow dynamics.",Fluid Dynamics
582,2501.07838,"['Sababha, Hussam', 'Taha, Haithem', 'Daqaq, Mohammed']",Casting Computational Fluid Mechanics into a Convex Quadratic Optimization Framework,"We employ the principle of minimum pressure gradient to transform problems in unsteady computational fluid dynamics (CFD) into a convex optimization framework subject to linear constraints. This formulation permits solving, for the first time, CFD problems efficiently using well-established quadratic programming tools or using the well-known Karush-Kuhn-Tucker (KKT) condition. The proposed approach is demonstrated using three benchmark examples. In particular, it is shown through comparison with traditional CFD tools that the proposed framework is capable of predicting the flow field in a lid-driven cavity, in a uniform pipe (Poiseuille flow), and that past a backward facing step. The results highlight the potential of the method as a simple, robust, and potentially transformative alternative to traditional CFD approaches.",Fluid Dynamics
583,2501.07846,"['Zhigulin, Ivan', 'Park, Gyuna', 'Yamamura, Karin', 'Watanabe, Kenji', 'Taniguchi, Takashi', 'Toth, Milos', 'Kim, Jonghwan', 'Aharonovich, Igor']",Electrical Generation of Colour Centres in Hexagonal Boron Nitride,"Defects in wide band gap crystals have emerged as a promising platform for hosting colour centres that enable quantum photonic applications. Among these, hexagonal boron nitride (hBN), a van der Waals material, stands out for its ability to be integrated into heterostructures, enabling unconventional charge injection mechanisms that bypass the need for p-n junctions. This advancement allows for the electrical excitation of hBN colour centres deep inside the large hBN bandgap, which has seen rapid progress in recent developments. Here, we fabricate hBN electroluminescence (EL) devices that generate narrowband colour centres suitable for electrical excitation. The colour centres are localised to tunnelling current hotspots within the hBN flake, which are designed during device fabrication. We outline the optimal conditions for device operation and colour centre stability, focusing on minimising background emission and ensuring prolonged operation. Our findings follow up on the existing literature and mark a step forward towards the integration of hBN based colour centres into quantum photonic technologies.",Optics
584,2501.07851,"['Wang, Ren', 'Shi, Shuai', 'Zhang, Zeyi', 'Wang, Bing-Zhong', 'Mata-Cervera, Nilo', 'Porras, Miguel A.', 'Shen, Yijie']",Observation of space-time nonseparable helical pulses,"Manipulating optical vortices at ultrafast spatiotemporal coupled domain is still a great challenge in photonics. Especially, the single- or few-cycle level short pulses carrying stable vortex topological charge, called helical pulses, have never been experimentally realized. Here, we introduce two complementary methods for experimentally generating such space-time nonseparable helical pulses (SNHPs) across optical and microwave spectral regimes. We achieve few-cycle quasi-linearly polarized SNHPs through the polarization decomposition of optical toroidal pulses. We also generated exactly single-cycle nontransverse SNHPs directly from a microwave ultrawideband spiral emitter. These approaches not only enable the experimental realization of SNHPs but also provide a platform for further investigation into their properties and applications, such as nontrivial light-matter interactions and optical communications, marking a significant step forward in the field of structured light.",Optics
585,2501.07852,"['Hou, Zhangrong', 'Zhou, Song', 'Wang, Nengchao', 'Ding, Yonghua', 'Jiang, Zhonghe', 'Liang, Yunfeng', 'Ren, Zhengkang', 'Mao, Feiyue', 'Yang, Qinghu', 'Wang, Jiaming', 'Xu, Xin', 'Yang, Yutong', 'Hua, Jiankun', 'Xuan, Zijian', 'Zhao, Chuanxu', 'Li, Yangbo', 'Yu, Lei', 'Xia, Donghui', 'Chen, Zhipeng', 'Yang, Zhoujun', 'team, the J-TEXT']",Healing of the edge magnetic island in the island divertor configuration on J-TEXT,"The phenomena of island healing and configuration transition induced by high-power electron cyclotron resonance heating (ECRH) have been investigated in the island divertor configuration on the J-TEXT tokamak. Experimental results reveal that the size of the edge open magnetic island with mode number m/n = 3/1 decreases substantially under specific ECRH conditions. This process, referred to as island healing, occurs when ECRH with a power of 500~600 kW is deposited in the plasma core or when 250 kW of ECRH is deposited at r = 0.5 a, where a is the minor radius. The reduction of the island width makes the island divertor ineffective and transition into the limiter configuration. A model incorporating the influence of ECRH on the scrape-off layer (SOL) thermoelectric current is proposed to explain the observed changes in the edge magnetic topology of the island divertor configuration. These findings suggest that ECRH should be deposited at the plasma core with carefully controlled power to ensure the stable and compatible operation of ECRH and the island divertor configuration in tokamaks. The results can provide insights into achieving robust operation of an island divertor in tokamaks.",Plasma Physics
586,2501.07878,"['Wang, Weinan']",A new method of petroleum well logging,"This paper presents a new petroleum well logging method - electrical impedance logging for shaly sand reservoirs - through theoretical and petrophysical experimental research. Electrical impedance logging measures the electrical impedance of shaly sand reservoirs, extracts resistivity information from the real part, and uses it to determine the oil saturation of the reservoir quantitatively. The study shows that the resistivity, extracted from the real part of the electrical impedance in shaly sands, has characteristics similar to those of the pure sandstone formation resistivity and can be directly used in Archie's law for oil-bearing interpretation of reservoirs.",Geophysics
587,2501.07932,"['Kulikovsky, Andrei']",Impedance of a hydrogen--fed SOFC anode: Analytical and numerical models based on the dusty gas transport model,"Analytical low-current and numerical high--current models for the impedance of a hydrogen--fed anode of an anode--supported button SOFC are developed. The models use the dusty gas transport model for the binary H$_2$--H$_2$O mixture. We show that neglecting the pressure gradient may lead to a severe underestimation of the effective hydrogen diffusivity in the support layer. A least-squares fitting of the analytical model to a literature spectrum of a button cell is demonstrated. The analytical impedance allows to indicate traps when using equivalent circuits with the Warburg finite-length element for fitting experimental spectra. The model parameters include the Knudsen hydrogen diffusivity, hydraulic permeability, porosity/tortuosity ratio of the support layer and the ionic conductivity, double layer capacitance, and HOR Tafel slope of the active layer. All of the above parameters can be obtained by fitting the models to experimental spectra.",Chemical Physics
588,2501.07937,"['Peña-Sánchez, Edgar Ubaldo', 'Dunkel, Philipp', 'Winkler, Christoph', 'Heinrichs, Heidi', 'Prinz, Florian', 'Weinand, Jann', 'Maier, Rachel', 'Dickler, Sebastian', 'Chen, Shuying', 'Gruber, Katharina', 'Klütz, Theresa', 'Linßen, Jochen', 'Stolten, Detlef']","Towards high resolution, validated and open global wind power assessments","Wind power is expected to play a crucial role in future net-zero energy systems, but wind power simulations to support deployment strategies vary drastically in their results, hindering reliable design decisions. Therefore, we present a transparent, open source, validated and evaluated, global wind power simulation tool ETHOS.RESKit.Wind with high spatial resolution and customizable designs for both onshore and offshore wind turbines. The tool provides a comprehensive validation and calibration procedure using over 16 million global measurements from metrerological masts and wind turbine sites. We achieve a global average capacity factor mean error of 0.006 and Pearson correlation of 0.865. In addition, we evaluate its performance against several aggregated and statistical sources of wind power generation. The release of ETHOS.RESKit.Wind is a step towards a fully open source and open data approach to accurate wind power modeling by incorporating the most comprehensive simulation advances in one model.",Physics and Society
589,2501.07973,"['Répai, Attila', 'Földi, Sándor', 'Sótonyi, Péter', 'Cserey, György']",An Open Source Validation System for Continuous Arterial Blood Pressure Measuring Sensors,"Measuring the blood pressure waveform is becoming a more frequently studied area. The development of sensor technologies opens many new ways to be able to measure high-quality signals. The development of such an aim-specific sensor can be time-consuming, expensive, and difficult to test or validate with known and consistent waveforms. In this paper, we present an open source blood pressure waveform simulator with an open source Python validation package to reduce development costs for early-stage sensor development and research. The simulator mainly consists of 3D printed parts which technology has become a widely available and cheap solution. The core part of the simulator is a 3D printed cam that can be generated based on real blood pressure waveforms. The validation framework can create a detailed comparison between the signal waveform used to design the cam and the measured time series from the sensor being validated. The presented simulator proved to be robust and accurate in short- and long-term use, as it produced the signal waveform consistently and accurately. To validate this solution, a 3D force sensor was used, which was proven earlier to be able to measure high-quality blood pressure waveforms on the radial artery at the wrist. The results showed high similarity between the measured and the nominal waveforms, meaning that comparing the normalized signals, the RMSE value ranged from $0.0276 \pm 0.0047$ to $0.0212 \pm 0.0023$, and the Pearson correlation ranged from $0.9933 \pm 0.0027$ to $0.9978 \pm 0.0005$. Our validation framework is available at https://github.com/repat8/cam-bpw-sim. Our hardware framework, which allows reproduction of the presented solution, is available at https://github.com/repat8/cam-bpw-sim-hardware. The entire design is an open source project and was developed using free software.",Medical Physics
590,2501.07974,"['Yan, Dongyang', 'Shalin, Alexander S.', 'Wang, Yongxing', 'Lai, Yun', 'Xu, Yadong', 'Hang, Zhi Hong', 'Cao, Fang', 'Gao, Lei', 'Luo, Jie']",Ultrasensitive Higher-Order Exceptional Points via Non-Hermitian Zero-Index Materials,"Higher-order exceptional points (EPs) in optical structures enable ultra-sensitive responses to perturbations. However, previous investigations on higher-order EPs have predominantly focused on coupled systems, leaving their fundamental physics in open scattering systems largely unexplored. Here, we harness wave interference to realize higher-order EPs in non-Hermitian zero-index materials connected to multiple open channels. Specifically, we show that a three-channel model can give rise to three interesting types of third-order EPs: lasing EP, reflecting EP, and absorbing EP. Notably, near the third-order absorbing EP, we show ultrasensitivity -- a drastic change in output power in response to perturbations at the operating frequency -- in a purely lossy system. These findings pave the way for achieving higher-order and even arbitrary-order EPs in open scattering systems, offering significant potential for advanced sensing applications.",Optics
591,2501.07977,"['Kato, Yusuke', 'Kashiwamura, Shuhei', 'Watanabe, Emiri', 'Okada, Masato', 'Kori, Hiroshi']",Bayesian estimation of coupling strength and heterogeneity in a coupled oscillator model from macroscopic quantities,"Various macroscopic oscillations, such as the heartbeat and the flashing of fireflies, are created by synchronizing oscillatory units (oscillators). To elucidate the mechanism of synchronization, several coupled oscillator models have been devised and extensively analyzed. Although parameter estimation of these models has also been actively investigated, most of the proposed methods are based on the data from individual oscillators, not from macroscopic quantities. In the present study, we propose a Bayesian framework to estimate the model parameters of coupled oscillator models, using the time series data of the Kuramoto order parameter as the only given data. We adopt the exchange Monte Carlo method for the efficient estimation of the posterior distribution and marginal likelihood. Numerical experiments are performed to confirm the validity of our method and examine the dependence of the estimation error on the observational noise and system size.","Data Analysis, Statistics and Probability"
592,2501.07979,"['Sun, Mengdi', 'Shakeri, Ata', 'Keshvari, Arvin', 'Giannakopoulos, Dimitrios', 'Wang, Qing', 'Chen, Wei Ting', 'Johnson, Steven G.', 'Lin, Zin']",Scalable freeform optimization of wide-aperture 3D metalenses by zoned discrete axisymmetry,"We introduce a novel framework for design and optimization of 3D freeform metalenses that attains nearly linear scaling of computational cost with diameter, by breaking the lens into a sequence of radial ""zones"" with $n$-fold discrete axisymmetry, where $n$ increases with radius. This allows vastly more design freedom than imposing continuous axisymmetry, while avoiding the compromises of the locally periodic approximation (LPA) or scalar diffraction theory. Using a GPU-accelerated finite-difference time-domain (FDTD) solver in cylindrical coordinates, we perform full-wave simulation and topology optimization within each supra-wavelength zone. We validate our approach by designing millimeter and centimeter-scale, poly-achromatic, 3D freeform metalenses which outperform the state of the art. By demonstrating the scalability and resulting optical performance enabled by our ""zoned discrete axisymmetry"" (ZDA) and supra-wavelength domain decomposition, we highlight the potential of our framework to advance large-scale meta-optics and next-generation photonic technologies.",Optics
593,2501.07991,"['Oguz, Ilker', 'Suter, Louis J. E.', 'Hsieh, Jih-Liang', 'Yildirim, Mustafa', 'Dinc, Niyazi Ulas', 'Moser, Christophe', 'Psaltis, Demetri']",Training Hybrid Neural Networks with Multimode Optical Nonlinearities Using Digital Twins,"The ability to train ever-larger neural networks brings artificial intelligence to the forefront of scientific and technical discoveries. However, their exponentially increasing size creates a proportionally greater demand for energy and computational hardware. Incorporating complex physical events in networks as fixed, efficient computation modules can address this demand by decreasing the complexity of trainable layers. Here, we utilize ultrashort pulse propagation in multimode fibers, which perform large-scale nonlinear transformations, for this purpose. Training the hybrid architecture is achieved through a neural model that differentiably approximates the optical system. The training algorithm updates the neural simulator and backpropagates the error signal over this proxy to optimize layers preceding the optical one. Our experimental results achieve state-of-the-art image classification accuracies and simulation fidelity. Moreover, the framework demonstrates exceptional resilience to experimental drifts. By integrating low-energy physical systems into neural networks, this approach enables scalable, energy-efficient AI models with significantly reduced computational demands.",Optics
594,2501.08014,"['Ayats, Roger', 'Klotz, Lukasz', 'Hof, Björn']",From directed percolation to patterned turbulence,"The transition to turbulence is characterized by an abrupt loss of order and predictability, featuring the intermittent proliferation and decay of localized turbulent structures. En-route to becoming fully turbulent, surprisingly order reappears when alternating laminar and turbulent regions arrange in regular stripe patterns. This macroscopic organization is believed to arise top down from a classic pattern forming instability of turbulence, imprinting a wavelength onto the disordered flow field. We here demonstrate that patterns instead self-assemble with increasing velocity. Starting from the intermittent stripe regime, specifically from the corresponding directed percolation (DP) critical point, regular patterns are established within the scaling range of the DP transition. Likewise the patterns' expansion rates are set by the DP critical exponents, attesting that all underlying processes are stochastic. This apparent contradiction between the inherent stochasticity and the displayed order is resolved by abandoning the common perception of laminar and turbulence as opposing states. More generally our study exemplifies that macroscopic patterns can arise solely from local stochastic rules, in the absence of wavelength selection typically associated with pattern formation.",Fluid Dynamics
